timestamp,plc_ip,tag,value,latency_s,status
2025-10-23 08:45:13,192.168.12.10,PT121_R,0.8422499895095825,0.05316758155822754,OK
2025-10-23 08:45:14,192.168.12.10,PT121_R,0.8523750305175781,0.04915928840637207,OK
2025-10-23 08:45:15,192.168.12.10,PT121_R,0.8531250357627869,0.051126956939697266,OK
2025-10-23 08:45:16,192.168.12.10,PT121_R,0.8418750166893005,0.04831409454345703,OK
2025-10-23 08:45:17,192.168.12.10,PT121_R,0.8174999952316284,0.050469398498535156,OK
2025-10-23 08:45:18,192.168.12.10,PT121_R,0.828000009059906,0.05310511589050293,OK
2025-10-23 08:45:19,192.168.12.10,PT121_R,0.8066250085830688,0.04958057403564453,OK
2025-10-23 08:45:20,192.168.12.10,PT121_R,0.8385000228881836,0.05149507522583008,OK
2025-10-23 08:45:21,192.168.12.10,PT121_R,0.8295000195503235,0.04871487617492676,OK
2025-10-23 08:45:22,192.168.12.10,PT121_R,0.84375,0.051375627517700195,OK
2025-10-23 08:45:23,192.168.12.10,PT121_R,0.8527500033378601,0.04838299751281738,OK
2025-10-23 08:45:24,192.168.12.10,PT121_R,0.8182500004768372,0.04940295219421387,OK
2025-10-23 08:45:25,192.168.12.10,PT121_R,0.8332499861717224,0.052721261978149414,OK
2025-10-23 08:45:26,192.168.12.10,PT121_R,0.8298749923706055,0.048993825912475586,OK
2025-10-23 08:45:27,192.168.12.10,PT121_R,0.8257499933242798,0.05064678192138672,OK
2025-10-23 08:45:28,192.168.12.10,PT121_R,0.8400000333786011,0.05344367027282715,OK
2025-10-23 08:45:29,192.168.12.10,PT121_R,0.862500011920929,0.050147294998168945,OK
2025-10-23 08:45:30,192.168.12.10,PT121_R,0.8516250252723694,0.053179025650024414,OK
2025-10-23 08:45:31,192.168.12.10,PT121_R,0.8441250324249268,0.050751686096191406,OK
2025-10-23 08:45:32,192.168.12.10,PT121_R,0.8411250114440918,0.05219674110412598,OK
2025-10-23 08:45:33,192.168.12.10,PT121_R,0.8478749990463257,0.05303597450256348,OK
2025-10-23 08:45:34,192.168.12.10,PT121_R,0.824999988079071,0.048918724060058594,OK
2025-10-23 08:45:35,192.168.12.10,PT121_R,0.8043749928474426,0.05162405967712402,OK
2025-10-23 08:45:36,192.168.12.10,PT121_R,0.8178750276565552,0.053485870361328125,OK
2025-10-23 08:45:37,192.168.12.10,PT121_R,0.8486250042915344,0.0485076904296875,OK
2025-10-23 08:45:38,192.168.12.10,PT121_R,0.8441250324249268,0.049242496490478516,OK
2025-10-23 08:45:39,192.168.12.10,PT121_R,0.8677499890327454,0.05153512954711914,OK
2025-10-23 08:45:40,192.168.12.10,PT121_R,0.8370000123977661,0.04927659034729004,OK
2025-10-23 08:45:41,192.168.12.10,PT121_R,0.8317500352859497,0.0519709587097168,OK
2025-10-23 08:45:42,192.168.12.10,PT121_R,0.8186250329017639,0.04865455627441406,OK
2025-10-23 08:45:43,192.168.12.10,PT121_R,0.8576250076293945,0.05130410194396973,OK
2025-10-23 08:45:44,192.168.12.10,PT121_R,0.8171250224113464,0.04863548278808594,OK
2025-10-23 08:45:45,192.168.12.10,PT121_R,0.8486250042915344,0.050524234771728516,OK
2025-10-23 08:45:46,192.168.12.10,PT121_R,0.8475000262260437,0.050859689712524414,OK
2025-10-23 08:45:47,192.168.12.10,PT121_R,0.8617500066757202,0.04827141761779785,OK
2025-10-23 08:45:48,192.168.12.10,PT121_R,0.8504999876022339,0.05167818069458008,OK
2025-10-23 08:45:49,192.168.12.10,PT121_R,0.8677499890327454,0.048532724380493164,OK
2025-10-23 08:45:50,192.168.12.10,PT121_R,0.8234999775886536,0.05079960823059082,OK
2025-10-23 08:45:51,192.168.12.10,PT121_R,0.8009999990463257,0.05384421348571777,OK
2025-10-23 08:45:52,192.168.12.10,PT121_R,0.8238750100135803,0.04991006851196289,OK
2025-10-23 08:45:53,192.168.12.10,PT121_R,0.8396250009536743,0.0525820255279541,OK
2025-10-23 08:45:54,192.168.12.10,PT121_R,0.8456249833106995,0.049085378646850586,OK
2025-10-23 08:45:55,192.168.12.10,PT121_R,0.840749979019165,0.05218815803527832,OK
2025-10-23 08:45:56,192.168.12.10,PT121_R,0.8388749957084656,0.050069570541381836,OK
2025-10-23 08:45:57,192.168.12.10,PT121_R,0.8298749923706055,0.05347895622253418,OK
2025-10-23 08:45:58,192.168.12.10,PT121_R,0.840749979019165,0.04951763153076172,OK
2025-10-23 08:45:59,192.168.12.10,PT121_R,0.831000030040741,0.05275774002075195,OK
2025-10-23 08:46:00,192.168.12.10,PT121_R,0.8332499861717224,0.048407554626464844,OK
2025-10-23 08:46:01,192.168.12.10,PT121_R,0.8557500243186951,0.051554203033447266,OK
2025-10-23 08:46:02,192.168.12.10,PT121_R,0.8351250290870667,0.052008628845214844,OK
2025-10-23 08:46:03,192.168.12.10,PT121_R,0.859499990940094,0.0484158992767334,OK
2025-10-23 08:46:04,192.168.12.10,PT121_R,0.8272500038146973,0.050681114196777344,OK
2025-10-23 08:46:05,192.168.12.10,PT121_R,0.8621249794960022,0.05273175239562988,OK
2025-10-23 08:46:06,192.168.12.10,PT121_R,0.8711249828338623,0.04866194725036621,OK
2025-10-23 08:46:07,192.168.12.10,PT121_R,0.8411250114440918,0.05077862739562988,OK
2025-10-23 08:46:08,192.168.12.10,PT121_R,0.8264999985694885,0.05320549011230469,OK
2025-10-23 08:46:09,192.168.12.10,PT121_R,0.8512499928474426,0.05156731605529785,OK
